리뷰,별점
웅남이 짱~~,10
괜찮은 선택이였어!,10
ㅋㅋㅋㅋ 100만이 손익 분기점? 자 이제 쳐 맞아야지?,2
<택시 드라이버>와 <킹 오브 코미디>에 대한 토드 필립스의 해설서.,7
신고,10
한국영화는 지금 이게 답이다,10
혹시나 했는데 진짜 보길 잘했다.ㅎㅎ완전 웃김,10
신들의 분노가 아닌 관람객의 분노가 맞을듯...DC 리부트에서 살아남기 힘들듯...,3
배우들 모두 수고하셨습니다!,10
난 이 영화를 보고 장윤주가 이렇게 연기를 잘하는줄 이 영화 보고 알았다!,10
떠나려는 널 붙잡으면서도 네가 없는 내 걱정부터 했었어. 그곳도 여기랑 비슷한거 같은데 넌 거기가 좋아? 모르겠고 난 여기 있을래. 외로움이란 거 이제 알 것도 같아서. 잔해와 무덤이 늘었네.,8
멧돼지 귀여웠던 사람손??,10
박성광 개콘때 팬임 근데 영화보다 나갔음 왠만하면 참으려했지만..,1
얼빠 스즈메의 수난기 그 이상도 이하도 아님,4
오달수씨를 다시 볼 수 있어서 너무 반가웠어요 그런데 좀 웃어보려고 갔는데 웃을 수가 없었어요 아무도 안 웃어요 나이드신 분들 웃음코드라더니 네이버 평에 낚인듯  댓글들 다시 읽어보니 역시 주작냄새가 진동하네요,1
최고의 영화 대작이기도 하지만 어디 하나 치우치지 않고 리얼리티에 가깝게 만들었다,10
즐겁게 잘 봤습니다~~,10
진짜 최고!!! 다들 진짜 완벽했다ㅠㅠㅠㅠ,10
요즘 볼거없을때 웅남이가 딱이네요,9
애기들연기할땐재밋어서보다가어른으로변해서연기하는 남은1시간반잣다 지루한거좋아하는사람은볼만함.나처럼 잠이 안오는사람도 한번보면깊게잘수있음.진짜엄청졸림,1
어이가 없는게 왜 네이버영화 평점을 조작함??? 조작할꺼면 뭐하러 평점 영역을 만들아 놓았음?? 없애지,1
기대했던것 보다는 좀 약하다,6
이런 영화를 돈주고 보다니....ㅋㅋ,4
재밌게 봤습니다. 배우들의 연기가 좋았어요!,8
추천요~,10
"브래들리와의 액션씬은 충분히 볼만한 가치가 있지만, 뜬금없긴 하다.",6
형만한 아우가 없다는 걸 보여주는 듯해요 갈수록 안 무서워요 ㅠ,6
팬이라면 누구나 좋아할 거에요! 음악도 좋고 역시 극장에서 봐야 하는 이유가 있습니다.,8
재밌게 잘봤습니다. 마지막엔 정말 감동이였습니다.,10
스토리는 아쉽지만 음악이 좋았습니다.,7
너무 웃어서 민망했네요..,10
놉은 UFO가 아니라 유기체였어.... 별내용도 없고 그닥...,7
헐리우드 영화지만 전종서를 위한 영화처럼 전종서의 매력들이 많이 돋보이는 작품.,10
실제 있었던일.예전 경찰청사람들이란 프로에서도 방송했던 스토리,10
그냥 그랬어요. 취향 맞는 분들만 보세요.,5
재미있어요,8
와... 게2 ㅇ ㅐㅂ1 둘에 아이???ㅋㅋㅋ 아이는 무슨죄???ㅋㅋㅋ 진짜 영화 구성부터 노답.. 요새 미국영화 웨케 맛이 간거지??? 한국영화보다 못하냐 어케된게....,4
잔잔한 영화인데도 지루하지 않았어요! 몰입해서 잘 봤습니다.,9
왜 평점이 낮지 존잼인데 근데 김희원 연기가 별로ㅜ,10
동정표 주지 말아라 성광이형 더 발전하길 바라면,2
안타깝다..에휴 걍 접어라 접어,2
"평점이 8.26인 사실이 너무나 놀랍다 ㅡㅡ 이런 평점에 속아서 쿠폰 1도 안쓰고 제값주고 티켓 끊고 팝콘까지 세팅해서 봤는데,  80년대 심형래 영화 보는줄...쌍욕 나올뻔 ㅡㅡ 연기자들이 다 메꿔준 영화임!! 박성광 너 감독하지마라~!! 봉준호 박찬욱이 공들여 K-영화 위엄 올려 놓은거 다 깎아먹음, 거기다 미투 논란 연기자까지...가지가지~",2
괜찮구만 뭐,10
음...,1
피그미족 나올 때 제 남편 닮아서 정말 웃기더라구요ㅋㅋㅋ,10
도공마을1화까지만 공개에요..ㅜㅜ 그리고 심지어 편집도 안되서 회차분 끝나고 시작할때마다 회차이름소개부터 다 봐야되고 노래도 다 들어야되요 전 노래 좋아해서 괜찮았지만 극장내부는 괜히 갑분싸..,6
터져 나오는 웃음에 나도 놀랐네요~~ㅋ 강추요,10
불면증 치료에 최고인 영화! 잠이 솔솔 옵니다 ㅋㅋ,1
진짜 너무 재밌습니다 너무 재밌네요,1
ㅋㅋ박성웅 .곰연기 킁킁 ..웅남이 슈트핏얙션 신 너무 멋있고 귀여우심~^^~ㅎㅎ 코메디는 코메디로재밌었어요~~^^ 최민수아저씨 카리스마 어설픈경찰아저씨 푼수이이경ㅋ 웅남이 엄마 연기 넘 잘하심유쾌해~~^^ ㅋㅋ마늘먹은 멧돼지 ㅎㅎㅎ대박,10
전달하려는 메세지도 없고 영화가 아니라 마치 장편 뮤비 같은 괴상한 작품,2
뭐가 재밌지?,1
편집을 이렇게 성의없이하고 영화관람료를 받아가다니..최악이었음,1
이 답답한 이야기가 현실이라니. 죽어라도 벌받길.,6
감독이 이젠 너무 날로 먹으려고한다..1시간만에 끝나고 스토리도 뭔지 모르겠고 이 좋은 소재를 가지고 이것밖에 못하나?싶을정도. 여주는 처음부터 끝까지 소타상 소타상 이 ㅈ ㄹ 하는데 누가보면 가족인줄;;,4
영화보다 뛰어난 연기,7
1편은 나비족이라는 화려한종족 그들의 세계에대한 신선함 그리고 화려한 전투씬 두컷이 찬가받을만했음 그러니 1200만관객가뿐했고.반면 2편은 수중세계에 아름다움 그리고 가족애를보였다지만 러닝타임 3시간 절반이상이 말만많아서 지루했고 1000만관객간건우겨넣은듯 이거도 극장에서 독점했나?그리고 대체 2편에 평점10점뭐냐 생각이란걸하고 영화를봐 알바비를 두둑히받는건가?,3
"전종서가 헐리웃 진출했다고 해서 조연인줄 알았는데 생각보다 비중이 높다. 이 정도면 거의 원탑 주연이라 봐도 될 듯. 스토리가 어렵진 않은데 모나리의 힘이 어디서 온 건지, 왜 갇혀 있었던 건지 등등 밝히지 않은 이야기가 많아서 속편에서 뭔가가 밝혀질거 같다는 생각이 들기도 한다.",8
"김동완 의리~!!!평소에 좋아라 하는 여배우 둘.전세현, 손지안.근데 손지안만 노출 심하게 나온 이유가 뭘까.출근길 지하철에서 보다가 베드신에 깜놀.",8
예전 미녀삼총사 시리즈 생각하면 안됨ㅋ 요원셋이 전투력이 형편없음. 원래 찰리스 앤젤들 세명은 좀 전지전능한 액션요원들인 재미로 보는데 어떻게 이따위 영화가 다있나싶음ㅋ 보는게 시간낭비ㅋ 한심한 쓰레기영화임,1
영화보고 바로 솔로여행 갔습니다,10
역사가 반복안되도록...,10
개그는 인정  안ㅇ권  그리고 정ㅇ성?,6
영화가 끝나고 나서 느껴지는 그 공허함...예전에 봤던 파이란이 생각이 났다 똑같은 중국 여주인공이어서 그런가 똑같이 이어지지 못한 인연이라서 그런가 기계처럼 메마른 나한테도 이런 감정이 있다고 느끼게 해준 영화...,10
지진을 소재로 이렇게 감동적이고 신선한 충격을 줄 수 있다니. 당신의 창의력에 박수를!,10
덕분에 많이 웃었습니다.,10
여운이 계속 남는 작품. 소름돋는 연출과 영상미. 최고의작품,10
여자들이 하나같이 남자 없이 못사는 정신병자들 같아서 보다 말았다.,4
예술이라는 명분으로 맘껏 싸질러대는 정신이상병자의 광기.예술과 정신병의 경계선을 햇갈려 자신을 과대평가하는 감독의 자만심. 그것의 역겨운 결과물.,1
정우성의 비트.. 그때 당시엔 내가알기론 미국 한국 관계가 가장 좋았을때였다.. 최고의 우방시절?그런 느낌이었다..아무튼 원래는 연기 순서가 비열한 거리> 올드보이 > 박하사탕 > 웅남이 이런식으로 가야하는데 박성웅 배우는 올드보이전에 웅남이를 택했다 한국형 메니지먼트의 진화라고나할까,10
신고,8
진지하게 평점만 믿고 보고 왔는데 잠이랑 싸우고 옴 ㅇㅇ 어디가 재밌는지 1도 이해안되고,1
와 이런 영화가 있다니놀랍다,1
생각보다 재미있었네여 ㅋㅋ,10
가볍게 시간 보내기 좋네요,8
맘껏 웃어봤네요,10
넘 재밌게 잘봤어요.. 울애기가 떠난지 2달 돼어서 눈물  펑펑 울고 봤네요... 강아지 생명은 넘 짧아요.. 없는 빈자리는 정말 힘들더라구요.이세상 반려견들 안아프고 평생 주인과 함께 행복하길 바랍니다,10
재난에 대한 공감을 온전히 느낄순 없지만 치유는 누구에게나 필요하니깐,7
와칸다 보단 낫더라,7
볼만했어요,7
강아지들이 귀여워서 좋아요,10
아이들이 좋아해요,10
사이키델릭. 미친달의 세계에 온 것을 환영한다.,8
볼만했어요,9
프로듀싱 뭣 같이 했네 중간중간 주제가를 계속 쳐 틀어놓네 스태프 제작사 자막도 중간에 계속 띄워서 집중안됨 영화를 무슨 넷플릭스 애니 이어보기처럼 만들어 놨네,1
"이 시대를 살아가는 문 너머의 소외된 피해자들에 대한 위로와 사랑을 통한 극복, 밝은 미래에 대한 희망.",9
긴장감있고 재미있어요,9
박성웅 배우님만 보입니다~~!눈물 찔금 흘리고 나왔네요! 늘 응원합니다^^,10
올 추석에 공중파 tv나 케이블에서 공짜로 봅시다...그 전에 볼 수도 있고...돈 버리며 영화관 가는 사람이 바보...,1
"1편은 보지 않은 채 보게 됐는데, 긴장감 가득한 전개로 눈을 뗄 수가 없더군요~~ 추천이요!",9
감동적이에요,9
친구랑 같이 보기 좋아요,10
"가볍게 팝콘무비 보러 간건데, 눈을 뗄 수 없는 연출 덕분에 상영 내내 몰입할 수 있었어요. 이게 바로 영화죠!",9
너무 재밌다예상가능한 스토리지만중간중간 스킵하며 봐서 그런지예쁘고 매력적인 메간킬링타임용으로 제격이다,10
그냥 스토리가  정말 어거지임  딸 납치됐는데  경찰관계자가   혼자 일을 더 만들고 다니는게 말이되냐  어휴,4
ㅋㅋㅋ,10
"기대하지 않았는데, 너무 재밌는 영화였어요! 돌비로 봤으면 더 최상이었을 것 같아요",9
즐거운 관람이였네요 색다른 재미가 있어요,8
산만한 전개라고 생각되더라구요 캐릭터 소비도 너무 컸던 것 같아요,7
누가 미디어 강국이래. 한국영화는 미래가 없다..,1
영상미가 끝내주는 영화였어요. 돌비관에서 봤는데 최고였네요!,9
눈물 질질 흘리고 간 다 빼먹었습니다.꼭 보고 오세요.,10
무슨 이딴 영화가 다 있는지 모르겠네요…. 이런걸 개봉시켜주는게….,1
"예전의 마블은 어디로 간 걸까요, 아쉬움 가득한 시리즈였어요 ㅠ",7
아이들이랑 같이 보기 좋아요,10
네이버 평론가들 개봉 초기에는 혹평을 하더만 오스카 타니까 바로 꼬리 내리는 꼬락서니 하고는...ㅋㅋ,5
아이들이랑 같이 보기 좋은 영화입니다.,10
배우들의 연기에만 기대기에는 요즘 관객들의 눈높이가 너무 높아졌어요 ㅠ,5
ㅎㅎ완전 웃김ㅎㅎ,10
오랜만에유쾌한영화봤어요너무재밋게 잘봤습니다웅남이!흥하여라~~,10
재미있게 봤어요,6
코미디인 줄 알고 보면 당황할 수도 있어요! 연기들이 좋아서 잘 봤네요 ^^,8
"공감과 위로가 필요해서 찾은 영화였어요.제 마음이 채워지는 듯한 느낌이었습니다! 좋은 영화, 연출 감사합니다.",10
스필버그 감독쯤 되면 이정도의 평범한 삶이 영화가 되는구나,9
재미있게 관람했습니다.,10
중식 만든다하고 짬뽕에 탕수육소스 부은느낌,2
킬링타임으로 볼만했어요,5
신고,10
신고,9
"앤트맨1,2의 맛이 그립지만 나름 괜찮음..",7
날 미치게 만드는 영화!  보다미치는줄...,1
예상보다 좋았습니다 감동적이네요.,10
신카이마코토 감독님 잘만드시네요,7
킬링타임으로 볼만했어요,10
결말이 아쉽지만 배우들 연기가 좋네요,6
불면증환자분들~잠자고싶으면 보세요,1
재미있어요,10
배우들 연기가 좋네요,8
볼만했어요,5
영화제 대상은 싹쓰리! 예상합니다!! 굿굿굿,10
전종서배우의 연기가 인상깊네요,7
그냥 평범 스토리 이입이 잘 안되긴 한다,5
230324[8]왕 치고는 너무 간사함. ㅠㅠ,8
재미있게 봤어요,10
눈 돌리거나 피하지 말고 똑바로 보아야 하는 현실,7
기대 안 하고 봤는데 즐겁게 봤어요 오랜만에 마음 편히 웃으며 보고왔네여 ㅎㅎ,10
돼지도 너무 귀워웠음ㅋㅋ,10
마블팬에게 선물같았던 시리즈였어요! 진짜 너무너무 재밌어서 재개봉 하면 또 보러 갈거에요 ^^,10
수면제영화...제주도 구경은 좋아요,1
힐링되는 연출. 여러번 봐도 안질려요,10
아직도 차별은 완전히 사라지지 않았지만.. 그래도 조금씩 변하고 있는 거라 믿으며..! 엄마 연기가 너무 감동적이다...,10
감동적이었어요 최고입니다,10
걍 감독이 천재같음 개추천,10
"북산에 송태섭이 있다면, 산왕에는 박새로이가 있다",10
뮤지컬을 영화한거라 들었는데. 새로운시도 치곤 약간 삼천포로 빠지는 극전개도 있지만 잘어울리게 만든거 같아요.,7
재밋어요 웃기고  보세요,10
재미집니당 킬링타임으로 딱입니당!!,10
스필버그라 이정도지,6
호불호 엄청 갈릴 영화 입니다전혀 공감을 못해서 정말 재미 없었습니다,5
음.. 이해가 안되는 부분이 많았어요.. 개연성이 너무 없어요,4
여배우가 연기 잘했네요. 감성풍부한 노래도 듣기좋았구요,7
스필버그 끝없는 가족애는 변함없다.,9
명작. 복수 관련 영화 중 단연 최고.,10
펼쳐지는 상황들이 너무 현실적이라 다큐를 보는 느낌도 살짝 들었다가 끝에는 너무 감동적이라 눈물이 났음 ㅜㅠ 어느 누구하나 인위적이지가 않고 연기를 참 잘한다. 잘 만든 작품..,10
이거 추리 영화 아니었나?,1
1편을 보고도 2편 보는 사람들은 대단한듯 ㅋㅋ 1편 보고 히어로 영화 중 유일하게 거르게된 영화가 섀쟴~~,1
너무재미없어요... 내시간.. 내돈... 보다나간적은 처음..하아... 헛웃음도 안나와요,1
양자경 사랑해요,10
스트레인지 월드,7
좀... 이도저도 아니네요,2
신고,10
라라랜드 이후 가장 재밌게 봤다. 초강추. 나만 볼순없다,10
셜록 홈즈같은 모습을 기대하고 본 내가 xx이지,1
