리뷰,별점
특별한거 없는 판타지. 처음에는 도입부는 확 끌어당기는 내용이라 재밋었는데 3분의 1지점 거기까지만 볼만하고 그 뒤는 지루함 하품나옴 다봣는데 기억안남 ㅠㅠ,7
재밌어요,8
"너무 좋은 연기라인,, 연기가 고급이지만 너무 저렴해 보이는 영상미와 스토리 라인..무슨 약점 잡혀서 연기하게 됐나 싶은 저렴한 스토리에 참.. 2022년이 아니라 2002년 영화인줄 앎",4
딱 집중시킨 다음 영화관 나설 때는 적당히 기분 좋아지는 영화,7
"전형적인 로드 트립 형식인데, 아름다운 음악과 서로에게 의지와 치유를 한다는 내용은 만족스럽다.",6
님들 피같은 돈 아껴서 그냥 맛있는 거 사먹으세요.,4
어디서 많이 본듯한… 식상하네요 뭐 킬링타임용으로 나쁘진 않습니다.,7
디즈니카지노가 이거 비스무리하게 카피한건가? ㅎ 머 걍 그냥그랫음. 도박비중이 없는 도박영화. 도신이 훨씬 재미따,6
기대보단 덜하지만.. 본 뒤 관련 정보를 찾아보시면 좋습니다,6
영화관에서 처음 보길 정말 잘했다 역시 명작은 다 이유가 있구나…,10
음악이 좋았고 영상미덕에 화면 보는 재미도 있었음,6
중반 이후부터 넌 나고 난 너야 이렇게 계속 말하는것 같았다…배우들 연기 너무 좋았고 개인적으로 계속 생각하게 만들어주는 영화가 좋은영화라고 생각하는데 내 기준엔 좋은 영화였다.,9
뒤로 갈수록 별로였고 반복되는 패턴이 지루함을 더했다..,5
원작은 안봤는데 한국꺼는 진짜 너무 재미없도 신파에다가 말도안되는 억지스러움의 끝이엿다  이딴 쓰레기 영화는 도대체 왜만들고 배우들은 왜 고르는거야? 배우가 뇌가 없나?,1
유치하지만 미니언은 귀여우니까,8
모두에게 다정하자 친절하자 사랑하자,8
"12,000명의 여성을 구한 실화, 세상을 바꾼 위대한 공조. 1968년 시카고. 임신으로 목숨이 위험해진 조이는 긴급 임신 중절 수술 위원회에 참석하지만 남성으로만 구성된 그곳에서 임신 당사자인 조이의 의사는 무시된다.",10
인생영화.. ost도 한 장면도 놓치면 안됩니다,10
아주 잘 만든 상업영화 극장에서 봐야만 한다,8
나의 소울메이트가 생각나는 영화. 보면서 운 영화는 정말 오랜만이다. 분명 이게 뭐지? 싶은 장면들도 있었던 것 같은데… 그냥 좋아.,10
"어렸을 때 정말 좋아한 영화였는데, 다시 보니 감회가 새롭다. 모든 장면이 아름다운 명작!",10
비행기 날자... 비행기 떨어진다...,5
이제 마블은 보내줘야하는가,4
숨 죽이고 보게 됐어요!,8
드라마 팬들에게 선물 같은 영화 아쉬운 점들도 많았지만… 등장인물들을 다시 한번 봤다는 거에 만족,7
오늘 순대 먹엇는데 미미즈 같앳어요,10
영화 보는 내내 지루했습니다,1
"볼 만했어요. 연기, 연출 나쁘지 않았습니다. 다만 원작을 이미 봐서 그랬는지 큰 재미는 못 느꼈어요.",6
연출이나 영상미는 좋았지만 스토리는 뻔한 느낌이였음,7
그냥 마음 편하게 재미있게 볼 수 있는 영화라고 생각해요 너무 생각이 많을수록 오히려 머리가 복잡해지지 않나 싶어요,8
"신카이 마코토 감독 정말 팬이라 너무 기대를 많이 했는지 조금은 실망스러웠습니다. 영상미는 정말 최고입니다. 하지만, 개연성이 이전작들에 비해서 많이 부족하다고 느꼈습니다. (특히 러브라인.) 다음엔 더 좋은 작품을 만나볼 수 있으면 좋겠네요.",8
재밌게 잘 봤습니다~ 간단한 이야기인데 러닝타임은 꽤 되네요.근데 지루하진 않아요,9
액션씬은 매우 흥미로웠으며 긴장감이 미쳤음. 초반에 흐름은 그닥...,7
시험 끝나면 각잡고 다시 봐야지,8
그럭저럭,6
의미 있는 일을 해! 무겁지 않고 따수운 영화~ 영화에 나온 모든 인물을 응원하게 된다 적절한 유머코드도 재밌음,10
"솔로몬의 지혜, 헤라클레스의 힘, 아틀라스의 체력, 제우스의 권능, 아킬레스의 용기, 머큐리의 스피드까지 우연히 슈퍼 파워를 얻게 된 소년. 자신의 능력을 깨닫고 악당을 물리치는 슈퍼 히어로로 다시 태어난다!",10
소타상 소타상 소타상 소타상 소타상,10
일본 특유의 감성이 돋보여서 좋다,10
처음부터 끝까지 매순간 순간이 말도 안되서 어이가 없다. 감독이 무슨 생각을 하고 찍었을까.,1
이종석 굿 연기좋았어요,6
손가락이 날아갔다. 잠기운이 날아갔다. 메시지도 날아갔다.,4
울엇습니다 나라를 지켜준 독립투사들 너무 감사합니다,10
처음 볼 때는 누가 누구지 뭐지 허둥지둥 재밌었다! 했는데 원작을 알고 보니까 다섯 명 스케치부터 감동적이다,10
킬링타임용으로 볼만해요,6
감동 받았습니다.역사 잊지않겠습니다.감사합니다.0,10
누느주ㅠㅋ,7
대박입니다 그냥 보세요,10
어린 시절 향수를 따라간 곳에는 어린 시절의 내가 있었다.,10
멀티버스는 이렇게 하는거다,10
그냥 최고입니다. 무조건 보세요,10
제라드버틀러는 액션씬 거의 없음 ㅋㅋ 특수군인들만 액션함...개지루...B급,5
신고,6
신고,6
신고,6
신고,6
자기가 싼똥 자기가 치운다는,5
"“들었으면서.,,”",10
신고,9
빗 속에서 춤 추게 만드는,9
신고,4
스즈메 감정선과 행동이 이해안가는게 많았음 차라리 소타보다 엄마의 유품인 의자에 더 몰입했거나 요석뽑은걸로 죄책감이나 책임감을 느낀게 더 감정선이 이해가 잘됐을것 같다 뿐만아니라 전체적으로 개연성과 설명이 많이 부족하고 감독 전작들을 비롯해 좀 어디서 본것 같은것들이 많이 나왔다 그럼에도 영상미+ ost는 잘뽑음,6
중반부까지는 뭔 이런 영화가 다 있지 했는데 후반부로 갈 수록 고조되는 감정선과 분위기가 정말 명품이었습니다,10
극장에서 이런 장르를 보면 더 쫄리기 마련인데 너무 지루했다. 뒤로 갈수록 장면의 반복이라 이거 언제 끝나나 하는 생각 뿐. 앤야 테일러 조이는 빛났으나 스토리가 부실하다.,6
재밌게 보았어요 ㅎㅎ 엄마도 좋아하심,10
여운 남아서 아직도 ost 듣는중,10
청춘들의 이야기가 마음아프고 와닿았음빛을 잘써서 영상미가 좋았음,10
와칸다 포에버가 예상보다 잘 만들렀음. 날아다니는 슈트빼고. 이번 엔트맨 시리즈 영화는 캉 때문에 기댜했지만 캉 그닥 별루. 타노스보다 약해보임 . 머리 큰 악당에 새다리 캐릭터 나오는거 보고 완전 실망 ㅠ.,5
신고,8
스토리가 아쉽지만 수학을 소재로 따뜻함을 표현한 점이 신선했다,6
넷플로 봐도 화남 ....ㅋ,2
소재를 다루는 방식에 있어서 여성 감독이 완급 조절을 잘 해냈다고 생각함 감정선도 큰 무리수 안 두고 괜찮았다,7
"이건 사랑이야. 이건 틀림없이 사랑이고 그런 너를, 미소는 잊지 않을 거야.",10
너의 이름은을 뛰어넘는 작품은 아니지만 저는 만족했습니다. 돈이 아깝진 않았어요. 그리고 원래 잘우는편이긴한데.. 마지막 쯤에 펑펑 울었어요..,10
"연기는 더할나위 없으나 연출이나 스토리는 부족합니다. 이종석의 분노를 더 잘 표현 시켰어야.. 데OO의 이름값좀 할수 있게 관련 폭탄을 만들게 된 이유와 목적이 더 잘 들어나는 스토리 라인을 만들었다면 그렇게 흡인력 있게 가봤으면 어땠을까, 잔인 하긴 하겠지만 구조 장면과 마지막에 전우를 위해 바쳤을 목숨들을 더 타이트하게 표현 되었음 어땠을까 하는 아쉬움이 많이 남는 영화 였습니다.  그래도 잘보았습니다",8
이게 무슨 만화고 농구야 인생이지..,10
지극히 현실적이고 안타까운 임신,7
규슈의 한적한 마을에 살고 있는 소녀 스즈메는 문을 찾아 여행 중인 청년 소타를 만난다. 그의 뒤를 쫓아 산속 폐허에서 발견한 낡은 문. 스즈메가 무언가에 이끌리듯 문을 열자 마을에 재난의 위기가 닥쳐오고 가문 대대로 문 너머의 재난을 봉인하는 소타를 도와 간신히 문을 닫는다.  수수께끼의 고양이 다이진이 나타나 소타를 의자로 바꿔 버리고 일본 각지의 폐허에 재난을 부르는 문이 열리기 시작하자 스즈메는 의자가 된 소타와 함께 재난을 막기 위한 여정에 나선다.,10
"마지막 장면, 마지막 연출이 잊혀지질 않는다.",10
일행이 윤계상 팬이어서 봤는데 예상보다 괜찮았음. 코로x 상황 때문에 흥행은 좀 아쉽다.,7
시리우스와 엄브릿지의 존재감,9
영화라지만 현실감이 너무 없어 몰입이 안 됐습니다.,6
자세한 비하인드적인 그들의 일에 대한 설명을 대변하는 영상을 보여주지않아서 실망이였지만 나름 좋은 스토리보드의 영화이였던건 사실임그러나 뭔가 좀 부족하다 ㅠ,7
절대 잊지 말아야하는  우리의 독립운동가 분들죽을때까지  감사하며   마음속깊이  담아두고 살아가겠습니다  대한독립만세,10
애니메이션 보다가 되게 서럽게 울었던 것은 처음..,10
신고,10
보는 내내 암걸려 죽을뻔 나만 죽을수 없다 다같이 죽자,10
재밌는데 다들 왜 별로라하지??? 같은거 반복은 있지만 날씨의아이보다는 스토리도 있고 재밌음!! ost굿,10
"1988년 올림픽 금메달리스트지만 고등학교 선생인 박시헌.  우연히 참석한 대회에서 뛰어난 실력에도 불구하고 승부 조작으로 기권패를 당한 윤우를 알게 된 시헌은 복싱부를 만들기로 결심한다. 아내 일선의 열렬한 반대와, 교장의 끈질긴 만류도 무시한 채, 시헌은 독기만 남은 유망주 윤우와 영문도 모른 채 레이더망에 걸린 환주, 복안을 데리고 본격적인 훈련에 돌입하기 시작한다.",10
그냥... 계속 생각나서 평점 달아봐요 연기가 진짜 짱이고 ost도 알맞게 잘 넣은 거 같아요,10
킬링타임용으론 제격! ㅎㅎ,8
"흠. 오랜만에, 답답한 영화한편 봤네요.큰딸내미 차밖으로 갑자기 튀어나갈때, 노답.",2
충격 그 자체.. 영화를 보면 신기한 체험을 한다. 나도 마야인이 되어 그 뜨거운 태양 아래 존재하게 된다.,10
큰일을 이루기 위해 반드시 작은일이 희생되어야만 하는가?,8
하 기대를 너무많이한건가.. 대사 존나 오글거리고 송태섭 서사장면 나올때마다 존나 텐션떨어지고 졸리고 그냥 마지막 10분정도만 볼만함.. ㅡㅡ어차피 미국가면 드래프트도 안되고 지리그 전전하다 국내복귀하는 그런현실,6
272kg의 거구로 세상을 거부한 채 살아가는 대학 강사 찰리는 남은 시간이 얼마 없음을 느끼고 오랫동안 만나지 못한 10대 딸 엘리를 집으로 초대한다. 매일 자신을 찾아와 에세이 한 편을 완성하면 전 재산을 주겠다고 제안한다.,10
이렇게까지 순애일 줄이야..너무 좋다,8
보다 착해진 아담스 패밀리,7
절세미남 소타를 구하러가는 스즈메 용사의 모험(+귀여운 고양이),7
생소한 관계들도 모두 로맨스로,7
여주가 남주를 위해서 목숨을 바치려고 하는 부분이 공감이 안됨,4
존윅의 장르는 예술 영화다.,10
잔잔하고 고요한 바다에 가끔씩 세게 몰아치는 파도같이 기억 속에 오랫동안 남을 영화.,10
무자식이 상팔자임을 새삼 일깨워주는 영화랄까,4
신고,10
액션은 좋지만 스토리가 이상,5
연기가 너무 좋았어요. 진짜 친군줄,10
"2기 10,11화를 다시 큰 화면과 소리로 보니까 감회가 새로웠고, 상현집결을 4DX로 보니까 정신이 혼미해질 정도로 잘 만들었음. 재탕이다 뭐다라는 말은 많지만 3기 1화를 미리 영화관에서 볼 수 있다는 점에서 좋은 거 같음.",9
이게 평론가 평점이 왜높은거냐 개노잼이던데,2
신고,10
뉴욕에 문학적 감성이 물씬,7
"흥미로운 아이디어, 진부함을 벗어나지 못한 스토리텔링.",6
연기가 좋아서 집중 할 수 있었습니다 ~,7
재미도 없고 감동만 줄려는거 같음,1
"그 당시 ""미져리 같은 놈"" 이라는 욕이 있었지...",8
정말 좋네요 오랜만에 좋은영화봤어요,10
방금 봤는데 난 박진감 있고 재밌던데 영화평론가라는 인간들 혹평은 진짜 믿을게 못되네내가 SF를 좋아해서 그런가 왠만한 서양SF보다 재밌던데,9
아 진짜 너무 너무 재밌음 시즌2 존버한다,10
"걍 허무..감동도,재미도,의미도,메세지도 아무것도 없는 최악의 영화",1
"2021년도에 아파 집에만 약 2달 동안 있었을 때 나를 걱정하시던 어머니가 갑자기 이 작품을 보자고 해서 함께 본 작품이었습니다. 이후로 가장 좋아하는 영화가 되어 힘들 때마다 다시 찾아보는데 평점이 아무것도 써져있지 않길래 속상해서 늦게나마 적습니다. 연출도 연기도 감히 제가 완벽하다고 말할 수 없을 정도로 뛰어난 명작입니다. 몰입도도 정말 높고 감정 표현은 물론,  내면의 연기도 표현할 수 없을 정도로 대단하십니다.한지민 배우님과 박형식 배우님, 두 분 다 연기를 많이 사랑하시는 게 느껴져서 러닝타임 내내 행복했습니다. 연기전공인 학생으로 많이 힘들었던 시기인데 제게 연기를 더 사랑하게 만들어준 영화입니다.",10
클레멘타인에 버금가는 명작입니다. 한번 보고선 이해할 수 없어요~ 꼭 3번 이상 보셔야 합니다. 마지막 5분이 정말 잊지 못할거 같네요. 저와 같은 감동을 다들 느껴보셨으면 좋겠읍니다^^,10
킬링타임용으론 제격! ㅎㅎ,8
마치 내가 제주도 바다 앞에 있었던 것 같은 기억 조작,10
다 연기 잘하는데 정장여자만 연기 졸 못함,10
진정한 사이코의 대명사. 지금 봐도 신선하네.,10
시각적인 편안함과 따뜻함이 곧 메시지인 듯,7
정말 오랜만에. 잔잔하고. 감동도 있었어요연기도 잘하고 재미있게 봤습니다,9
